away_team,away_team_id,competition_id,date,home_team,home_team_id,match_id
"{0: 'Ireland', 1: 'England', 2: 'Scotland', 3: 'Blues', 4: 'New South Wales Waratahs', 5: 'Old Glory DC', 6: 'Nola Gold', 7: 'Utah Warriors', 8: 'Seattle Seawolves'}","{0: '3', 1: '1', 2: '2', 3: '25932', 4: '227', 5: '289311', 6: '289270', 7: '289278', 8: '289272'}","{0: '180659', 1: '180659', 2: '180659', 3: '242041', 4: '242041', 5: '289262', 6: '289262', 7: '289262', 8: '289262'}","{0: '20250315', 1: '20250315', 2: '20250315', 3: '20250315', 4: '20250315', 5: '20250315', 6: '20250315', 7: '20250315', 8: '20250315'}","{0: 'Italy', 1: 'Wales', 2: 'France', 3: 'Chiefs', 4: 'Queensland Reds', 5: 'Chicago Hounds', 6: 'New England Free Jacks', 7: 'Miami Sharks', 8: 'RFCLA'}","{0: '20', 1: '4', 2: '9', 3: '25934', 4: '182', 5: '289351', 6: '289310', 7: '289490', 8: '289312'}","{0: '600262', 1: '600263', 2: '600264', 3: '600371', 4: '600372', 5: '602128', 6: '602127', 7: '602129', 8: '602130'}"
"{0: 'Sale Sharks', 1: 'Leicester Tigers', 2: 'Lions', 3: 'Munster', 4: 'Chiefs', 5: 'Queensland Reds'}","{0: '25908', 1: '25903', 2: '25958', 3: '25925', 4: '25934', 5: '182'}","{0: '267979', 1: '267979', 2: '270557', 3: '270557', 4: '242041', 5: '242041'}","{0: '20250321', 1: '20250321', 2: '20250321', 3: '20250321', 4: '20250321', 5: '20250321'}","{0: 'Newcastle Falcons', 1: 'Northampton Saints', 2: 'Cardiff Blues', 3: 'Glasgow Warriors', 4: 'Moana Pasifika', 5: 'Highlanders'}","{0: '25906', 1: '25907', 2: '25965', 3: '25952', 4: '289319', 5: '25938'}","{0: '599979', 1: '599980', 2: '599293', 3: '599294', 4: '600373', 5: '600374'}"
"{0: 'Harlequins', 1: 'Exeter Chiefs', 2: 'Zebre', 3: 'Edinburgh', 4: 'Leinster', 5: 'Stormers', 6: 'Ulster', 7: 'Connacht', 8: 'Castres Olympique', 9: 'Racing 92', 10: 'Vannes', 11: 'Montpellier Herault', 12: 'Bayonne', 13: 'Perpignan', 14: 'Crusaders', 15: 'Brumbies', 16: 'New England Free Jacks', 17: 'Houston SaberCats', 18: 'RFCLA', 19: 'Miami Sharks', 20: 'Utah Warriors'}","{0: '25901', 1: '116227', 2: '167124', 3: '25951', 4: '25924', 5: '25962', 6: '25926', 7: '25923', 8: '25916', 9: '99855', 10: '289337', 11: '25918', 12: '25912', 13: '25920', 14: '25936', 15: '25889', 16: '289310', 17: '289273', 18: '289312', 19: '289490', 20: '289278'}","{0: '267979', 1: '267979', 2: '270557', 3: '270557', 4: '270557', 5: '270557', 6: '270557', 7: '270557', 8: '270559', 9: '270559', 10: '270559', 11: '270559', 12: '270559', 13: '270559', 14: '242041', 15: '242041', 16: '289262', 17: '289262', 18: '289262', 19: '289262', 20: '289262'}","{0: '20250322', 1: '20250322', 2: '20250322', 3: '20250322', 4: '20250322', 5: '20250322', 6: '20250322', 7: '20250322', 8: '20250322', 9: '20250322', 10: '20250322', 11: '20250322', 12: '20250322', 13: '20250322', 14: '20250322', 15: '20250322', 16: '20250322', 17: '20250322', 18: '20250322', 19: '20250322', 20: '20250322'}","{0: 'Saracens', 1: 'Bristol Rugby', 2: 'Sharks', 3: 'Benetton Treviso', 4: 'Bulls', 5: 'Scarlets', 6: 'Dragons', 7: 'Ospreys', 8: 'La Rochelle', 9: 'Clermont Auvergne', 10: 'Lyon', 11: 'Pau', 12: 'Stade Francais Paris', 13: 'Toulon', 14: 'Blues', 15: 'New South Wales Waratahs', 16: 'Old Glory DC', 17: 'Anthem Rugby Carolina', 18: 'Nola Gold', 19: 'San Diego Legion', 20: 'Seattle Seawolves'}","{0: '25909', 1: '25899', 2: '25961', 3: '25927', 4: '25953', 5: '25966', 6: '25967', 7: '25968', 8: '119318', 9: '25917', 10: '143736', 11: '270567', 12: '25921', 13: '25986', 14: '25932', 15: '227', 16: '289311', 17: '289492', 18: '289270', 19: '289277', 20: '289272'}","{0: '599981', 1: '599978', 2: '599295', 3: '599296', 4: '599297', 5: '599300', 6: '599298', 7: '599299', 8: '599737', 9: '599732', 10: '599733', 11: '599735', 12: '599736', 13: '599734', 14: '600375', 15: '600376', 16: '602131', 17: '602132', 18: '602133', 19: '602134', 20: '602135'}"
"{0: 'Gloucester Rugby', 1: 'Stade Toulousain', 2: 'Fijian Drua'}","{0: '25900', 1: '25922', 2: '289338'}","{0: '267979', 1: '270559', 2: '242041'}","{0: '20250323', 1: '20250323', 2: '20250323'}","{0: 'Bath Rugby', 1: 'Bordeaux Begles', 2: 'Western Force'}","{0: '25898', 1: '143737', 2: '25893'}","{0: '599977', 1: '599738', 2: '600377'}"
"{0: 'Northampton Saints', 1: 'Stormers', 2: 'Dragons', 3: 'New South Wales Waratahs', 4: 'Highlanders'}","{0: '25907', 1: '25962', 2: '25967', 3: '227', 4: '25938'}","{0: '267979', 1: '270557', 2: '270557', 3: '242041', 4: '242041'}","{0: '20250328', 1: '20250328', 2: '20250328', 3: '20250328', 4: '20250328'}","{0: 'Sale Sharks', 1: 'Ulster', 2: 'Edinburgh', 3: 'Hurricanes', 4: 'Brumbies'}","{0: '25908', 1: '25926', 2: '25951', 3: '25939', 4: '25889'}","{0: '599986', 1: '599302', 2: '599303', 3: '600378', 4: '600379'}"
"{0: 'Newcastle Falcons', 1: 'Harlequins', 2: 'Bristol Rugby', 3: 'Zebre', 4: 'Munster', 5: 'Ospreys', 6: 'Leinster', 7: 'Cardiff Blues', 8: 'Lions', 9: 'Pau', 10: 'La Rochelle', 11: 'Lyon', 12: 'Stade Francais Paris', 13: 'Perpignan', 14: 'Toulon', 15: 'Moana Pasifika', 16: 'Western Force', 17: 'Old Glory DC', 18: 'Chicago Hounds', 19: 'San Diego Legion', 20: 'Anthem Rugby Carolina', 21: 'New England Free Jacks', 22: 'Czech Republic', 23: 'Sweden'}","{0: '25906', 1: '25901', 2: '25899', 3: '167124', 4: '25925', 5: '25968', 6: '25924', 7: '25965', 8: '25958', 9: '270567', 10: '119318', 11: '143736', 12: '25921', 13: '25920', 14: '25986', 15: '289319', 16: '25893', 17: '289311', 18: '289351', 19: '289277', 20: '289492', 21: '289310', 22: '289434', 23: '289441'}","{0: '267979', 1: '267979', 2: '267979', 3: '270557', 4: '270557', 5: '270557', 6: '270557', 7: '270557', 8: '270557', 9: '270559', 10: '270559', 11: '270559', 12: '270559', 13: '270559', 14: '270559', 15: '242041', 16: '242041', 17: '289262', 18: '289262', 19: '289262', 20: '289262', 21: '289262', 22: '289234', 23: '289234'}","{0: '20250329', 1: '20250329', 2: '20250329', 3: '20250329', 4: '20250329', 5: '20250329', 6: '20250329', 7: '20250329', 8: '20250329', 9: '20250329', 10: '20250329', 11: '20250329', 12: '20250329', 13: '20250329', 14: '20250329', 15: '20250329', 16: '20250329', 17: '20250329', 18: '20250329', 19: '20250329', 20: '20250329', 21: '20250329', 22: '20250329', 23: '20250329'}","{0: 'Exeter Chiefs', 1: 'Bath Rugby', 2: 'Gloucester Rugby', 3: 'Bulls', 4: 'Connacht', 5: 'Scarlets', 6: 'Sharks', 7: 'Benetton Treviso', 8: 'Glasgow Warriors', 9: 'Stade Toulousain', 10: 'Clermont Auvergne', 11: 'Bayonne', 12: 'Montpellier Herault', 13: 'Vannes', 14: 'Castres Olympique', 15: 'Crusaders', 16: 'Queensland Reds', 17: 'RFCLA', 18: 'Nola Gold', 19: 'Houston SaberCats', 20: 'Seattle Seawolves', 21: 'Utah Warriors', 22: 'Lithuania', 23: 'Luxembourg'}","{0: '116227', 1: '25898', 2: '25900', 3: '25953', 4: '25923', 5: '25966', 6: '25961', 7: '25927', 8: '25952', 9: '25922', 10: '25917', 11: '25912', 12: '25918', 13: '289337', 14: '25916', 15: '25936', 16: '182', 17: '289312', 18: '289270', 19: '289273', 20: '289272', 21: '289278', 22: '289442', 23: '289483'}","{0: '599983', 1: '599982', 2: '599984', 3: '599304', 4: '599301', 5: '599305', 6: '599306', 7: '599307', 8: '599308', 9: '599745', 10: '599739', 11: '599740', 12: '599742', 13: '599744', 14: '599741', 15: '600380', 16: '600381', 17: '602140', 18: '602137', 19: '602136', 20: '602138', 21: '602139', 22: '601216', 23: '601217'}"
"{0: 'Saracens', 1: 'Bordeaux Begles'}","{0: '25909', 1: '143737'}","{0: '267979', 1: '270559'}","{0: '20250330', 1: '20250330'}","{0: 'Leicester Tigers', 1: 'Racing 92'}","{0: '25903', 1: '99855'}","{0: '599985', 1: '599743'}"
"{0: 'Clermont Auvergne', 1: 'Lions', 2: 'Bath Rugby', 3: 'Queensland Reds', 4: 'New South Wales Waratahs', 5: 'Crusaders'}","{0: '25917', 1: '25958', 2: '25898', 3: '182', 4: '227', 5: '25936'}","{0: '271937', 1: '272073', 2: '272073', 3: '242041', 4: '242041', 5: '242041'}","{0: '20250404', 1: '20250404', 2: '20250404', 3: '20250404', 4: '20250404', 5: '20250404'}","{0: 'Northampton Saints', 1: 'Edinburgh', 2: 'Pau', 3: 'Chiefs', 4: 'Moana Pasifika', 5: 'Fijian Drua'}","{0: '25907', 1: '25951', 2: '270567', 3: '25934', 4: '289319', 5: '289338'}","{0: '599866', 1: '599894', 2: '599895', 3: '600382', 4: '600383', 5: '600384'}"
"{0: 'Saracens', 1: 'Benetton Treviso', 2: 'Harlequins', 3: 'Munster', 4: 'Leicester Tigers', 5: 'Bulls', 6: 'Gloucester Rugby', 7: 'Racing 92', 8: 'Cardiff Blues', 9: 'Hurricanes', 10: 'Highlanders', 11: 'Belgrano AC', 12: 'CASI', 13: 'San Luis', 14: 'Regatas Bella Vista', 15: 'SIC', 16: 'CUBA', 17: 'Seattle Seawolves', 18: 'Nola Gold', 19: 'RFCLA', 20: 'Chicago Hounds', 21: 'Andorra', 22: 'Kosovo', 23: 'Israel', 24: 'Poland'}","{0: '25909', 1: '25927', 2: '25901', 3: '25925', 4: '25903', 5: '25953', 6: '25900', 7: '99855', 8: '25965', 9: '25939', 10: '25938', 11: '6534', 12: '6455', 13: '6536', 14: '11935', 15: '6461', 16: '6537', 17: '289272', 18: '289270', 19: '289312', 20: '289351', 21: '289430', 22: '289549', 23: '289444', 24: '289361'}","{0: '271937', 1: '271937', 2: '271937', 3: '271937', 4: '271937', 5: '272073', 6: '272073', 7: '272073', 8: '272073', 9: '242041', 10: '242041', 11: '289279', 12: '289279', 13: '289279', 14: '289279', 15: '289279', 16: '289279', 17: '289262', 18: '289262', 19: '289262', 20: '289262', 21: '289234', 22: '289234', 23: '289234', 24: '289234'}","{0: '20250405', 1: '20250405', 2: '20250405', 3: '20250405', 4: '20250405', 5: '20250405', 6: '20250405', 7: '20250405', 8: '20250405', 9: '20250405', 10: '20250405', 11: '20250405', 12: '20250405', 13: '20250405', 14: '20250405', 15: '20250405', 16: '20250405', 17: '20250405', 18: '20250405', 19: '20250405', 20: '20250405', 21: '20250405', 22: '20250405', 23: '20250405', 24: '20250405'}","{0: 'Toulon', 1: 'Castres Olympique', 2: 'Leinster', 3: 'La Rochelle', 4: 'Glasgow Warriors', 5: 'Bayonne', 6: 'Montpellier Herault', 7: 'Perpignan', 8: 'Connacht', 9: 'Blues', 10: 'Western Force', 11: 'La Plata Rugby Club', 12: 'B.A.C.R.C.', 13: 'Hindú', 14: 'Newman', 15: 'Los Tilos', 16: 'Alumni', 17: 'Old Glory DC', 18: 'Anthem Rugby Carolina', 19: 'Houston SaberCats', 20: 'San Diego Legion', 21: 'Cyprus', 22: 'Bosnia-Herzegovina', 23: 'Malta', 24: 'Luxembourg'}","{0: '25986', 1: '25916', 2: '25924', 3: '119318', 4: '25952', 5: '25912', 6: '25918', 7: '25920', 8: '25923', 9: '25932', 10: '25893', 11: '289354', 12: '6481', 13: '6459', 14: '6453', 15: '6449', 16: '6447', 17: '289311', 18: '289492', 19: '289273', 20: '289277', 21: '289428', 22: '289425', 23: '289436', 24: '289483'}","{0: '599859', 1: '599865', 2: '602208', 3: '599861', 4: '599867', 5: '599893', 6: '599892', 7: '599889', 8: '599890', 9: '600385', 10: '600386', 11: '602292', 12: '602293', 13: '602294', 14: '602295', 15: '602296', 16: '602291', 17: '602141', 18: '602142', 19: '602143', 20: '602144', 21: '601220', 22: '601218', 23: '601219', 24: '601221'}"
"{0: 'Ulster', 1: 'Sale Sharks', 2: 'Sharks', 3: 'Scarlets', 4: 'Miami Sharks'}","{0: '25926', 1: '25908', 2: '25961', 3: '25966', 4: '289490'}","{0: '271937', 1: '271937', 2: '272073', 3: '272073', 4: '289262'}","{0: '20250406', 1: '20250406', 2: '20250406', 3: '20250406', 4: '20250406'}","{0: 'Bordeaux Begles', 1: 'Stade Toulousain', 2: 'Lyon', 3: 'Ospreys', 4: 'New England Free Jacks'}","{0: '143737', 1: '25922', 2: '143736', 3: '25968', 4: '289310'}","{0: '599862', 1: '599863', 2: '599891', 3: '599896', 4: '602145'}"
"{0: 'Glasgow Warriors', 1: 'Crusaders', 2: 'Chiefs'}","{0: '25952', 1: '25936', 2: '25934'}","{0: '271937', 1: '242041', 2: '242041'}","{0: '20250411', 1: '20250411', 2: '20250411'}","{0: 'Leinster', 1: 'Hurricanes', 2: 'New South Wales Waratahs'}","{0: '25924', 1: '25939', 2: '227'}","{0: '599871', 1: '600387', 2: '600388'}"
"{0: 'Munster', 1: 'Castres Olympique', 2: 'Bulls', 3: 'Lyon', 4: 'Racing 92', 5: 'Moana Pasifika', 6: 'Fijian Drua', 7: 'Brumbies', 8: 'Alumni', 9: 'Newman', 10: 'B.A.C.R.C.', 11: 'La Plata Rugby Club', 12: 'CUBA', 13: 'Hindú', 14: 'San Diego Legion', 15: 'Old Glory DC', 16: 'Houston SaberCats', 17: 'Utah Warriors', 18: 'Serbia', 19: 'Poland', 20: 'Ukraine'}","{0: '25925', 1: '25916', 2: '25953', 3: '143736', 4: '99855', 5: '289319', 6: '289338', 7: '25889', 8: '6447', 9: '6453', 10: '6481', 11: '289354', 12: '6537', 13: '6459', 14: '289277', 15: '289311', 16: '289273', 17: '289278', 18: '289431', 19: '289361', 20: '289440'}","{0: '271937', 1: '271937', 2: '272073', 3: '272073', 4: '272073', 5: '242041', 6: '242041', 7: '242041', 8: '289279', 9: '289279', 10: '289279', 11: '289279', 12: '289279', 13: '289279', 14: '289262', 15: '289262', 16: '289262', 17: '289262', 18: '289234', 19: '289234', 20: '289234'}","{0: '20250412', 1: '20250412', 2: '20250412', 3: '20250412', 4: '20250412', 5: '20250412', 6: '20250412', 7: '20250412', 8: '20250412', 9: '20250412', 10: '20250412', 11: '20250412', 12: '20250412', 13: '20250412', 14: '20250412', 15: '20250412', 16: '20250412', 17: '20250412', 18: '20250412', 19: '20250412', 20: '20250412'}","{0: 'Bordeaux Begles', 1: 'Northampton Saints', 2: 'Edinburgh', 3: 'Ospreys', 4: 'Connacht', 5: 'Blues', 6: 'Highlanders', 7: 'Queensland Reds', 8: 'Los Tilos', 9: 'SIC', 10: 'San Luis', 11: 'CASI', 12: 'Belgrano AC', 13: 'Regatas Bella Vista', 14: 'New England Free Jacks', 15: 'Nola Gold', 16: 'Miami Sharks', 17: 'RFCLA', 18: 'Turkey', 19: 'Sweden', 20: 'Hungary'}","{0: '143737', 1: '25907', 2: '25951', 3: '25968', 4: '25923', 5: '25932', 6: '25938', 7: '182', 8: '6449', 9: '6461', 10: '6536', 11: '6455', 12: '6534', 13: '11935', 14: '289310', 15: '289270', 16: '289490', 17: '289312', 18: '289426', 19: '289441', 20: '289433'}","{0: '599872', 1: '599868', 2: '599897', 3: '599900', 4: '599898', 5: '600389', 6: '600390', 7: '600391', 8: '602297', 9: '602298', 10: '602300', 11: '602301', 12: '602302', 13: '602299', 14: '602146', 15: '602148', 16: '602147', 17: '602149', 18: '601224', 19: '601222', 20: '601223'}"
"{0: 'Stade Toulousain', 1: 'Gloucester Rugby', 2: 'Anthem Rugby Carolina'}","{0: '25922', 1: '25900', 2: '289492'}","{0: '271937', 1: '272073', 2: '289262'}","{0: '20250413', 1: '20250413', 2: '20250413'}","{0: 'Toulon', 1: 'Bath Rugby', 2: 'Chicago Hounds'}","{0: '25986', 1: '25898', 2: '289351'}","{0: '599870', 1: '599899', 2: '602150'}"
"{0: 'Northampton Saints', 1: 'Sharks', 2: 'Blues', 3: 'New South Wales Waratahs', 4: 'New England Free Jacks', 5: 'Chicago Hounds', 6: 'Moldova'}","{0: '25907', 1: '25961', 2: '25932', 3: '227', 4: '289310', 5: '289351', 6: '289445'}","{0: '267979', 1: '270557', 2: '242041', 3: '242041', 4: '289262', 5: '289262', 6: '289234'}","{0: '20250418', 1: '20250418', 2: '20250418', 3: '20250418', 4: '20250418', 5: '20250418', 6: '20250418'}","{0: 'Newcastle Falcons', 1: 'Edinburgh', 2: 'Crusaders', 3: 'Fijian Drua', 4: 'Anthem Rugby Carolina', 5: 'Seattle Seawolves', 6: 'Bulgaria'}","{0: '25906', 1: '25951', 2: '25936', 3: '289338', 4: '289492', 5: '289272', 6: '289437'}","{0: '599990', 1: '599309', 2: '600392', 3: '600394', 4: '602151', 5: '602152', 6: '601227'}"
"{0: 'Bath Rugby', 1: 'Sale Sharks', 2: 'Gloucester Rugby', 3: 'Benetton Treviso', 4: 'Cardiff Blues', 5: 'Connacht', 6: 'Bulls', 7: 'Scarlets', 8: 'Ulster', 9: 'Glasgow Warriors', 10: 'Bordeaux Begles', 11: 'Vannes', 12: 'Montpellier Herault', 13: 'Bayonne', 14: 'Racing 92', 15: 'Clermont Auvergne', 16: 'Brumbies', 17: 'Highlanders', 18: 'Hurricanes', 19: 'Miami Sharks', 20: 'Nola Gold', 21: 'Utah Warriors', 22: 'Slovenia', 23: 'Sri Lanka', 24: 'Latvia'}","{0: '25898', 1: '25908', 2: '25900', 3: '25927', 4: '25965', 5: '25923', 6: '25953', 7: '25966', 8: '25926', 9: '25952', 10: '143737', 11: '289337', 12: '25918', 13: '25912', 14: '99855', 15: '25917', 16: '25889', 17: '25938', 18: '25939', 19: '289490', 20: '289270', 21: '289278', 22: '289427', 23: '289516', 24: '289448'}","{0: '267979', 1: '267979', 2: '267979', 3: '270557', 4: '270557', 5: '270557', 6: '270557', 7: '270557', 8: '270557', 9: '270557', 10: '270559', 11: '270559', 12: '270559', 13: '270559', 14: '270559', 15: '270559', 16: '242041', 17: '242041', 18: '242041', 19: '289262', 20: '289262', 21: '289262', 22: '289234', 23: '289234', 24: '289234'}","{0: '20250419', 1: '20250419', 2: '20250419', 3: '20250419', 4: '20250419', 5: '20250419', 6: '20250419', 7: '20250419', 8: '20250419', 9: '20250419', 10: '20250419', 11: '20250419', 12: '20250419', 13: '20250419', 14: '20250419', 15: '20250419', 16: '20250419', 17: '20250419', 18: '20250419', 19: '20250419', 20: '20250419', 21: '20250419', 22: '20250419', 23: '20250419', 24: '20250419'}","{0: 'Exeter Chiefs', 1: 'Harlequins', 2: 'Saracens', 3: 'Lions', 4: 'Ospreys', 5: 'Stormers', 6: 'Munster', 7: 'Dragons', 8: 'Leinster', 9: 'Zebre', 10: 'Pau', 11: 'Castres Olympique', 12: 'Lyon', 13: 'La Rochelle', 14: 'Perpignan', 15: 'Toulon', 16: 'Moana Pasifika', 17: 'Chiefs', 18: 'Western Force', 19: 'Old Glory DC', 20: 'Houston SaberCats', 21: 'San Diego Legion', 22: 'Montenegro', 23: 'Malaysia', 24: 'Denmark'}","{0: '116227', 1: '25901', 2: '25909', 3: '25958', 4: '25968', 5: '25962', 6: '25925', 7: '25967', 8: '25924', 9: '167124', 10: '270567', 11: '25916', 12: '143736', 13: '119318', 14: '25920', 15: '25986', 16: '289319', 17: '25934', 18: '25893', 19: '289311', 20: '289273', 21: '289277', 22: '289432', 23: '289455', 24: '289429'}","{0: '599988', 1: '599989', 2: '599991', 3: '599310', 4: '599311', 5: '599312', 6: '599313', 7: '599314', 8: '599315', 9: '599316', 10: '599749', 11: '599746', 12: '599747', 13: '599751', 14: '599752', 15: '599748', 16: '600393', 17: '600395', 18: '600396', 19: '602153', 20: '602154', 21: '602155', 22: '601225', 23: '602209', 24: '601226'}"
"{0: 'Leicester Tigers', 1: 'Stade Toulousain'}","{0: '25903', 1: '25922'}","{0: '267979', 1: '270559'}","{0: '20250420', 1: '20250420'}","{0: 'Bristol Rugby', 1: 'Stade Francais Paris'}","{0: '25899', 1: '25921'}","{0: '599987', 1: '599750'}"
{0: 'RFCLA'},{0: '289312'},{0: '289262'},{0: '20250422'},{0: 'New England Free Jacks'},{0: '289310'},{0: '602156'}
{0: 'Seattle Seawolves'},{0: '289272'},{0: '289262'},{0: '20250423'},{0: 'Anthem Rugby Carolina'},{0: '289492'},{0: '602157'}
"{0: 'Saracens', 1: 'Bulls', 2: 'Munster', 3: 'Edinburgh', 4: 'Western Force', 5: 'Blues', 6: 'Cyprus', 7: 'Austria'}","{0: '25909', 1: '25953', 2: '25925', 3: '25951', 4: '25893', 5: '25932', 6: '289428', 7: '289482'}","{0: '267979', 1: '270557', 2: '270557', 3: '270557', 4: '242041', 5: '242041', 6: '289234', 7: '289234'}","{0: '20250425', 1: '20250425', 2: '20250425', 3: '20250425', 4: '20250425', 5: '20250425', 6: '20250425', 7: '20250425'}","{0: 'Sale Sharks', 1: 'Glasgow Warriors', 2: 'Cardiff Blues', 3: 'Zebre', 4: 'Chiefs', 5: 'Queensland Reds', 6: 'Israel', 7: 'Ukraine'}","{0: '25908', 1: '25952', 2: '25965', 3: '167124', 4: '25934', 5: '182', 6: '289444', 7: '289440'}","{0: '599996', 1: '599317', 2: '599318', 3: '599324', 4: '600397', 5: '600398', 6: '601229', 7: '601230'}"
"{0: 'Newcastle Falcons', 1: 'Harlequins', 2: 'Bristol Rugby', 3: 'Castres Olympique', 4: 'Lyon', 5: 'Pau', 6: 'Perpignan', 7: 'Toulon', 8: 'La Rochelle', 9: 'Connacht', 10: 'Dragons', 11: 'Benetton Treviso', 12: 'Leinster', 13: 'Sharks', 14: 'Fijian Drua', 15: 'Crusaders', 16: 'Hurricanes', 17: 'Belgrano AC', 18: 'CASI', 19: 'San Luis', 20: 'Regatas Bella Vista', 21: 'SIC', 22: 'Los Tilos', 23: 'San Diego Legion', 24: 'Old Glory DC', 25: 'Chicago Hounds', 26: 'Bosnia-Herzegovina', 27: 'Finland', 28: 'Cayman Islands'}","{0: '25906', 1: '25901', 2: '25899', 3: '25916', 4: '143736', 5: '270567', 6: '25920', 7: '25986', 8: '119318', 9: '25923', 10: '25967', 11: '25927', 12: '25924', 13: '25961', 14: '289338', 15: '25936', 16: '25939', 17: '6534', 18: '6455', 19: '6536', 20: '11935', 21: '6461', 22: '6449', 23: '289277', 24: '289311', 25: '289351', 26: '289425', 27: '289435', 28: '289352'}","{0: '267979', 1: '267979', 2: '267979', 3: '270559', 4: '270559', 5: '270559', 6: '270559', 7: '270559', 8: '270559', 9: '270557', 10: '270557', 11: '270557', 12: '270557', 13: '270557', 14: '242041', 15: '242041', 16: '242041', 17: '289279', 18: '289279', 19: '289279', 20: '289279', 21: '289279', 22: '289279', 23: '289262', 24: '289262', 25: '289262', 26: '289234', 27: '289234', 28: '289234'}","{0: '20250426', 1: '20250426', 2: '20250426', 3: '20250426', 4: '20250426', 5: '20250426', 6: '20250426', 7: '20250426', 8: '20250426', 9: '20250426', 10: '20250426', 11: '20250426', 12: '20250426', 13: '20250426', 14: '20250426', 15: '20250426', 16: '20250426', 17: '20250426', 18: '20250426', 19: '20250426', 20: '20250426', 21: '20250426', 22: '20250426', 23: '20250426', 24: '20250426', 25: '20250426', 26: '20250426', 27: '20250426', 28: '20250426'}","{0: 'Bath Rugby', 1: 'Leicester Tigers', 2: 'Northampton Saints', 3: 'Stade Toulousain', 4: 'Clermont Auvergne', 5: 'Bayonne', 6: 'Montpellier Herault', 7: 'Vannes', 8: 'Bordeaux Begles', 9: 'Lions', 10: 'Ospreys', 11: 'Stormers', 12: 'Scarlets', 13: 'Ulster', 14: 'Moana Pasifika', 15: 'Highlanders', 16: 'Brumbies', 17: 'Alumni', 18: 'CUBA', 19: 'La Plata Rugby Club', 20: 'B.A.C.R.C.', 21: 'Hindú', 22: 'Newman', 23: 'RFCLA', 24: 'Houston SaberCats', 25: 'Utah Warriors', 26: 'Slovenia', 27: 'Latvia', 28: 'Guyana'}","{0: '25898', 1: '25903', 2: '25907', 3: '25922', 4: '25917', 5: '25912', 6: '25918', 7: '289337', 8: '143737', 9: '25958', 10: '25968', 11: '25962', 12: '25966', 13: '25926', 14: '289319', 15: '25938', 16: '25889', 17: '6447', 18: '6537', 19: '289354', 20: '6481', 21: '6459', 22: '6453', 23: '289312', 24: '289273', 25: '289278', 26: '289427', 27: '289448', 28: '289519'}","{0: '599992', 1: '599994', 2: '599995', 3: '599758', 4: '599753', 5: '599754', 6: '599755', 7: '599757', 8: '599759', 9: '599319', 10: '599320', 11: '599321', 12: '599322', 13: '599323', 14: '600399', 15: '600400', 16: '600401', 17: '602303', 18: '602304', 19: '602305', 20: '602306', 21: '602307', 22: '602308', 23: '602160', 24: '602158', 25: '602159', 26: '601228', 27: '601232', 28: '602432'}"
"{0: 'Exeter Chiefs', 1: 'Stade Francais Paris', 2: 'Seattle Seawolves', 3: 'Anthem Rugby Carolina'}","{0: '116227', 1: '25921', 2: '289272', 3: '289492'}","{0: '267979', 1: '270559', 2: '289262', 3: '289262'}","{0: '20250427', 1: '20250427', 2: '20250427', 3: '20250427'}","{0: 'Gloucester Rugby', 1: 'Racing 92', 2: 'Nola Gold', 3: 'Miami Sharks'}","{0: '25900', 1: '99855', 2: '289270', 3: '289490'}","{0: '599993', 1: '599756', 2: '602161', 3: '602162'}"
{0: 'San Diego Legion'},{0: '289277'},{0: '289262'},{0: '20250430'},{0: 'Utah Warriors'},{0: '289278'},{0: '602163'}
"{0: 'Western Force', 1: 'Queensland Reds', 2: 'RFCLA'}","{0: '25893', 1: '182', 2: '289312'}","{0: '242041', 1: '242041', 2: '289262'}","{0: '20250502', 1: '20250502', 2: '20250502'}","{0: 'Blues', 1: 'Fijian Drua', 2: 'Seattle Seawolves'}","{0: '25932', 1: '289338', 2: '289272'}","{0: '600402', 1: '600403', 2: '602164'}"
