away_team,away_team_id,competition_id,date,home_team,home_team_id,match_id
"{0: 'Northampton Saints', 1: 'Bath Rugby', 2: 'Chiefs', 3: 'New South Wales Waratahs', 4: 'Moana Pasifika', 5: 'Alumni', 6: 'Hindú', 7: 'B.A.C.R.C.', 8: 'La Plata Rugby Club', 9: 'CUBA', 10: 'Belgrano AC', 11: 'Norway', 12: 'Slovakia', 13: 'Jamaica'}","{0: '25907', 1: '25898', 2: '25934', 3: '227', 4: '289319', 5: '6447', 6: '6459', 7: '6481', 8: '289354', 9: '6537', 10: '6534', 11: '289438', 12: '289551', 13: '289521'}","{0: '271937', 1: '272073', 2: '242041', 3: '242041', 4: '242041', 5: '289279', 6: '289279', 7: '289279', 8: '289279', 9: '289279', 10: '289279', 11: '289234', 12: '289234', 13: '289234'}","{0: '20250503', 1: '20250503', 2: '20250503', 3: '20250503', 4: '20250503', 5: '20250503', 6: '20250503', 7: '20250503', 8: '20250503', 9: '20250503', 10: '20250503', 11: '20250503', 12: '20250503', 13: '20250503'}","{0: 'Leinster', 1: 'Edinburgh', 2: 'Hurricanes', 3: 'Brumbies', 4: 'Highlanders', 5: 'Newman', 6: 'Los Tilos', 7: 'SIC', 8: 'Regatas Bella Vista', 9: 'San Luis', 10: 'CASI', 11: 'Estonia', 12: 'Austria', 13: 'Mexico'}","{0: '25924', 1: '25951', 2: '25939', 3: '25889', 4: '25938', 5: '6453', 6: '6449', 7: '6461', 8: '11935', 9: '6536', 10: '6455', 11: '289550', 12: '289482', 13: '289353'}","{0: '599873', 1: '599901', 2: '600404', 3: '600405', 4: '600406', 5: '602309', 6: '602310', 7: '602311', 8: '602312', 9: '602313', 10: '602314', 11: '601231', 12: '601233', 13: '602489'}"
"{0: 'Stade Toulousain', 1: 'Racing 92', 2: 'Houston SaberCats', 3: 'Utah Warriors', 4: 'Miami Sharks', 5: 'Nola Gold'}","{0: '25922', 1: '99855', 2: '289273', 3: '289278', 4: '289490', 5: '289270'}","{0: '271937', 1: '272073', 2: '289262', 3: '289262', 4: '289262', 5: '289262'}","{0: '20250504', 1: '20250504', 2: '20250504', 3: '20250504', 4: '20250504', 5: '20250504'}","{0: 'Bordeaux Begles', 1: 'Lyon', 2: 'New England Free Jacks', 3: 'Old Glory DC', 4: 'Chicago Hounds', 5: 'San Diego Legion'}","{0: '143737', 1: '143736', 2: '289310', 3: '289311', 4: '289351', 5: '289277'}","{0: '599875', 1: '599902', 2: '602165', 3: '602166', 4: '602167', 5: '602168'}"
"{0: 'Sale Sharks', 1: 'Ospreys', 2: 'Ulster', 3: 'Blues', 4: 'Queensland Reds', 5: 'Miami Sharks'}","{0: '25908', 1: '25968', 2: '25926', 3: '25932', 4: '182', 5: '289490'}","{0: '267979', 1: '270557', 2: '270557', 3: '242041', 4: '242041', 5: '289262'}","{0: '20250509', 1: '20250509', 2: '20250509', 3: '20250509', 4: '20250509', 5: '20250509'}","{0: 'Leicester Tigers', 1: 'Sharks', 2: 'Munster', 3: 'Fijian Drua', 4: 'New South Wales Waratahs', 5: 'Nola Gold'}","{0: '25903', 1: '25961', 2: '25925', 3: '289338', 4: '227', 5: '289270'}","{0: '600000', 1: '599325', 2: '599326', 3: '600407', 4: '600408', 5: '602169'}"
"{0: 'Newcastle Falcons', 1: 'Bath Rugby', 2: 'Gloucester Rugby', 3: 'Cardiff Blues', 4: 'Dragons', 5: 'Zebre', 6: 'Glasgow Warriors', 7: 'Edinburgh', 8: 'Pau', 9: 'Bayonne', 10: 'La Rochelle', 11: 'Stade Francais Paris', 12: 'Stade Toulousain', 13: 'Chiefs', 14: 'Brumbies', 15: 'CASI', 16: 'San Luis', 17: 'Regatas Bella Vista', 18: 'SIC', 19: 'Los Tilos', 20: 'Newman', 21: 'Chicago Hounds', 22: 'Houston SaberCats', 23: 'Anthem Rugby Carolina', 24: 'Finland', 25: 'Bulgaria', 26: 'Denmark'}","{0: '25906', 1: '25898', 2: '25900', 3: '25965', 4: '25967', 5: '167124', 6: '25952', 7: '25951', 8: '270567', 9: '25912', 10: '119318', 11: '25921', 12: '25922', 13: '25934', 14: '25889', 15: '6455', 16: '6536', 17: '11935', 18: '6461', 19: '6449', 20: '6453', 21: '289351', 22: '289273', 23: '289492', 24: '289435', 25: '289437', 26: '289429'}","{0: '267979', 1: '267979', 2: '267979', 3: '270557', 4: '270557', 5: '270557', 6: '270557', 7: '270557', 8: '270559', 9: '270559', 10: '270559', 11: '270559', 12: '270559', 13: '242041', 14: '242041', 15: '289279', 16: '289279', 17: '289279', 18: '289279', 19: '289279', 20: '289279', 21: '289262', 22: '289262', 23: '289262', 24: '289234', 25: '289234', 26: '289234'}","{0: '20250510', 1: '20250510', 2: '20250510', 3: '20250510', 4: '20250510', 5: '20250510', 6: '20250510', 7: '20250510', 8: '20250510', 9: '20250510', 10: '20250510', 11: '20250510', 12: '20250510', 13: '20250510', 14: '20250510', 15: '20250510', 16: '20250510', 17: '20250510', 18: '20250510', 19: '20250510', 20: '20250510', 21: '20250510', 22: '20250510', 23: '20250510', 24: '20250510', 25: '20250510', 26: '20250510'}","{0: 'Saracens', 1: 'Bristol Rugby', 2: 'Harlequins', 3: 'Bulls', 4: 'Stormers', 5: 'Leinster', 6: 'Benetton Treviso', 7: 'Connacht', 8: 'Lyon', 9: 'Racing 92', 10: 'Vannes', 11: 'Perpignan', 12: 'Toulon', 13: 'Crusaders', 14: 'Western Force', 15: 'Alumni', 16: 'Belgrano AC', 17: 'CUBA', 18: 'La Plata Rugby Club', 19: 'B.A.C.R.C.', 20: 'Hindú', 21: 'New England Free Jacks', 22: 'San Diego Legion', 23: 'RFCLA', 24: 'Estonia', 25: 'Serbia', 26: 'Norway'}","{0: '25909', 1: '25899', 2: '25901', 3: '25953', 4: '25962', 5: '25924', 6: '25927', 7: '25923', 8: '143736', 9: '99855', 10: '289337', 11: '25920', 12: '25986', 13: '25936', 14: '25893', 15: '6447', 16: '6534', 17: '6537', 18: '289354', 19: '6481', 20: '6459', 21: '289310', 22: '289277', 23: '289312', 24: '289550', 25: '289431', 26: '289438'}","{0: '600001', 1: '599997', 2: '599999', 3: '599327', 4: '599328', 5: '599329', 6: '599330', 7: '599331', 8: '599761', 9: '599763', 10: '599765', 11: '599766', 12: '599764', 13: '600409', 14: '600410', 15: '602315', 16: '602316', 17: '602317', 18: '602318', 19: '602319', 20: '602320', 21: '602170', 22: '602171', 23: '602172', 24: '601234', 25: '601235', 26: '601236'}"
"{0: 'Northampton Saints', 1: 'Scarlets', 2: 'Bordeaux Begles'}","{0: '25907', 1: '25966', 2: '143737'}","{0: '267979', 1: '270557', 2: '270559'}","{0: '20250511', 1: '20250511', 2: '20250511'}","{0: 'Exeter Chiefs', 1: 'Lions', 2: 'Montpellier Herault'}","{0: '116227', 1: '25958', 2: '25918'}","{0: '599998', 1: '599332', 2: '599762'}"
{0: 'Seattle Seawolves'},{0: '289272'},{0: '289262'},{0: '20250512'},{0: 'Utah Warriors'},{0: '289278'},{0: '602173'}
{0: 'Nola Gold'},{0: '289270'},{0: '289262'},{0: '20250513'},{0: 'Old Glory DC'},{0: '289311'},{0: '602174'}
"{0: 'Gloucester Rugby', 1: 'Bristol Rugby', 2: 'Cardiff Blues', 3: 'Ulster', 4: 'Benetton Treviso', 5: 'Highlanders', 6: 'Crusaders', 7: 'Western Force', 8: 'New England Free Jacks', 9: 'Bermuda'}","{0: '25900', 1: '25899', 2: '25965', 3: '25926', 4: '25927', 5: '25938', 6: '25936', 7: '25893', 8: '289310', 9: '289520'}","{0: '267979', 1: '267979', 2: '270557', 3: '270557', 4: '270557', 5: '242041', 6: '242041', 7: '242041', 8: '289262', 9: '289234'}","{0: '20250516', 1: '20250516', 2: '20250516', 3: '20250516', 4: '20250516', 5: '20250516', 6: '20250516', 7: '20250516', 8: '20250516', 9: '20250516'}","{0: 'Newcastle Falcons', 1: 'Sale Sharks', 2: 'Stormers', 3: 'Edinburgh', 4: 'Munster', 5: 'Hurricanes', 6: 'New South Wales Waratahs', 7: 'Fijian Drua', 8: 'Miami Sharks', 9: 'Bahamas'}","{0: '25906', 1: '25908', 2: '25962', 3: '25951', 4: '25925', 5: '25939', 6: '227', 7: '289338', 8: '289490', 9: '289523'}","{0: '600004', 1: '600006', 2: '599333', 3: '599334', 4: '599335', 5: '600411', 6: '600412', 7: '600413', 8: '602175', 9: '602433'}"
"{0: 'Saracens', 1: 'Leicester Tigers', 2: 'Castres Olympique', 3: 'Perpignan', 4: 'Vannes', 5: 'Toulon', 6: 'Lyon', 7: 'Racing 92', 8: 'Dragons', 9: 'Ospreys', 10: 'Connacht', 11: 'Scarlets', 12: 'Glasgow Warriors', 13: 'Blues', 14: 'Queensland Reds', 15: 'Guyana', 16: 'Utah Warriors', 17: 'San Diego Legion'}","{0: '25909', 1: '25903', 2: '25916', 3: '25920', 4: '289337', 5: '25986', 6: '143736', 7: '99855', 8: '25967', 9: '25968', 10: '25923', 11: '25966', 12: '25952', 13: '25932', 14: '182', 15: '289519', 16: '289278', 17: '289277'}","{0: '267979', 1: '267979', 2: '270559', 3: '270559', 4: '270559', 5: '270559', 6: '270559', 7: '270559', 8: '270557', 9: '270557', 10: '270557', 11: '270557', 12: '270557', 13: '242041', 14: '242041', 15: '289234', 16: '289262', 17: '289262'}","{0: '20250517', 1: '20250517', 2: '20250517', 3: '20250517', 4: '20250517', 5: '20250517', 6: '20250517', 7: '20250517', 8: '20250517', 9: '20250517', 10: '20250517', 11: '20250517', 12: '20250517', 13: '20250517', 14: '20250517', 15: '20250517', 16: '20250517', 17: '20250517'}","{0: 'Northampton Saints', 1: 'Bath Rugby', 2: 'Bordeaux Begles', 3: 'Clermont Auvergne', 4: 'Bayonne', 5: 'Pau', 6: 'Stade Francais Paris', 7: 'Stade Toulousain', 8: 'Bulls', 9: 'Lions', 10: 'Zebre', 11: 'Sharks', 12: 'Leinster', 13: 'Moana Pasifika', 14: 'Brumbies', 15: 'Barbados', 16: 'Houston SaberCats', 17: 'Seattle Seawolves'}","{0: '25907', 1: '25898', 2: '143737', 3: '25917', 4: '25912', 5: '270567', 6: '25921', 7: '25922', 8: '25953', 9: '25958', 10: '167124', 11: '25961', 12: '25924', 13: '289319', 14: '25889', 15: '289453', 16: '289273', 17: '289272'}","{0: '600005', 1: '600002', 2: '599773', 3: '599767', 4: '599768', 5: '599769', 6: '599770', 7: '599772', 8: '599336', 9: '599337', 10: '599338', 11: '599339', 12: '599340', 13: '600414', 14: '600415', 15: '602434', 16: '602176', 17: '602177'}"
"{0: 'Exeter Chiefs', 1: 'Montpellier Herault', 2: 'Old Glory DC'}","{0: '116227', 1: '25918', 2: '289311'}","{0: '267979', 1: '270559', 2: '289262'}","{0: '20250518', 1: '20250518', 2: '20250518'}","{0: 'Harlequins', 1: 'La Rochelle', 2: 'Anthem Rugby Carolina'}","{0: '25901', 1: '119318', 2: '289492'}","{0: '600003', 1: '599771', 2: '602178'}"
{0: 'RFCLA'},{0: '289312'},{0: '289262'},{0: '20250519'},{0: 'Chicago Hounds'},{0: '289351'},{0: '602179'}
"{0: 'Lyon', 1: 'Highlanders', 2: 'Hurricanes', 3: 'Houston SaberCats'}","{0: '143736', 1: '25938', 2: '25939', 3: '289273'}","{0: '272073', 1: '242041', 2: '242041', 3: '289262'}","{0: '20250523', 1: '20250523', 2: '20250523', 3: '20250523'}","{0: 'Bath Rugby', 1: 'Crusaders', 2: 'Queensland Reds', 3: 'Seattle Seawolves'}","{0: '25898', 1: '25936', 2: '182', 3: '289272'}","{0: '599903', 1: '600416', 2: '600417', 3: '602181'}"
"{0: 'Bordeaux Begles', 1: 'Clermont Auvergne', 2: 'Moana Pasifika', 3: 'New South Wales Waratahs', 4: 'Alumni', 5: 'B.A.C.R.C.', 6: 'La Plata Rugby Club', 7: 'Belgrano AC', 8: 'CASI', 9: 'CUBA', 10: 'Old Glory DC', 11: 'Chicago Hounds', 12: 'Utah Warriors', 13: 'Moldova'}","{0: '143737', 1: '25917', 2: '289319', 3: '227', 4: '6447', 5: '6481', 6: '289354', 7: '6534', 8: '6455', 9: '6537', 10: '289311', 11: '289351', 12: '289278', 13: '289445'}","{0: '271937', 1: '270559', 2: '242041', 3: '242041', 4: '289279', 5: '289279', 6: '289279', 7: '289279', 8: '289279', 9: '289279', 10: '289262', 11: '289262', 12: '289262', 13: '289234'}","{0: '20250524', 1: '20250524', 2: '20250524', 3: '20250524', 4: '20250524', 5: '20250524', 6: '20250524', 7: '20250524', 8: '20250524', 9: '20250524', 10: '20250524', 11: '20250524', 12: '20250524', 13: '20250524'}","{0: 'Northampton Saints', 1: 'Castres Olympique', 2: 'Chiefs', 3: 'Western Force', 4: 'Hindú', 5: 'Newman', 6: 'Los Tilos', 7: 'Regatas Bella Vista', 8: 'San Luis', 9: 'SIC', 10: 'New England Free Jacks', 11: 'Anthem Rugby Carolina', 12: 'Nola Gold', 13: 'Denmark'}","{0: '25907', 1: '25916', 2: '25934', 3: '25893', 4: '6459', 5: '6453', 6: '6449', 7: '11935', 8: '6536', 9: '6461', 10: '289310', 11: '289492', 12: '289270', 13: '289429'}","{0: '599876', 1: '599760', 2: '600418', 3: '600419', 4: '602321', 5: '602322', 6: '602323', 7: '602325', 8: '602326', 9: '602324', 10: '602182', 11: '602183', 12: '602184', 13: '602501'}"
{0: 'Miami Sharks'},{0: '289490'},{0: '289262'},{0: '20250525'},{0: 'RFCLA'},{0: '289312'},{0: '602180'}
"{0: 'Stormers', 1: 'Chiefs', 2: 'Crusaders', 3: 'San Diego Legion', 4: 'Anthem Rugby Carolina'}","{0: '25962', 1: '25934', 2: '25936', 3: '289277', 4: '289492'}","{0: '270557', 1: '242041', 2: '242041', 3: '289262', 4: '289262'}","{0: '20250530', 1: '20250530', 2: '20250530', 3: '20250530', 4: '20250530'}","{0: 'Glasgow Warriors', 1: 'Highlanders', 2: 'Brumbies', 3: 'Miami Sharks', 4: 'Utah Warriors'}","{0: '25952', 1: '25938', 2: '25889', 3: '289490', 4: '289278'}","{0: '599341', 1: '600420', 2: '600421', 3: '602186', 4: '602188'}"
"{0: 'Harlequins', 1: 'Sale Sharks', 2: 'Northampton Saints', 3: 'Newcastle Falcons', 4: 'Bath Rugby', 5: 'Edinburgh', 6: 'Scarlets', 7: 'Munster', 8: 'Stade Francais Paris', 9: 'Bayonne', 10: 'Montpellier Herault', 11: 'Pau', 12: 'Perpignan', 13: 'New South Wales Waratahs', 14: 'Moana Pasifika', 15: 'Fijian Drua', 16: 'San Luis', 17: 'Regatas Bella Vista', 18: 'SIC', 19: 'Los Tilos', 20: 'Hindú', 21: 'Newman', 22: 'RFCLA', 23: 'Nola Gold', 24: 'Barbados'}","{0: '25901', 1: '25908', 2: '25907', 3: '25906', 4: '25898', 5: '25951', 6: '25966', 7: '25925', 8: '25921', 9: '25912', 10: '25918', 11: '270567', 12: '25920', 13: '227', 14: '289319', 15: '289338', 16: '6536', 17: '11935', 18: '6461', 19: '6449', 20: '6459', 21: '6453', 22: '289312', 23: '289270', 24: '289453'}","{0: '267979', 1: '267979', 2: '267979', 3: '267979', 4: '267979', 5: '270557', 6: '270557', 7: '270557', 8: '270559', 9: '270559', 10: '270559', 11: '270559', 12: '270559', 13: '242041', 14: '242041', 15: '242041', 16: '289279', 17: '289279', 18: '289279', 19: '289279', 20: '289279', 21: '289279', 22: '289262', 23: '289262', 24: '289234'}","{0: '20250531', 1: '20250531', 2: '20250531', 3: '20250531', 4: '20250531', 5: '20250531', 6: '20250531', 7: '20250531', 8: '20250531', 9: '20250531', 10: '20250531', 11: '20250531', 12: '20250531', 13: '20250531', 14: '20250531', 15: '20250531', 16: '20250531', 17: '20250531', 18: '20250531', 19: '20250531', 20: '20250531', 21: '20250531', 22: '20250531', 23: '20250531', 24: '20250531'}","{0: 'Bristol Rugby', 1: 'Exeter Chiefs', 2: 'Gloucester Rugby', 3: 'Leicester Tigers', 4: 'Saracens', 5: 'Bulls', 6: 'Leinster', 7: 'Sharks', 8: 'Clermont Auvergne', 9: 'Castres Olympique', 10: 'Racing 92', 11: 'Vannes', 12: 'La Rochelle', 13: 'Blues', 14: 'Hurricanes', 15: 'Queensland Reds', 16: 'Alumni', 17: 'CASI', 18: 'Belgrano AC', 19: 'CUBA', 20: 'B.A.C.R.C.', 21: 'La Plata Rugby Club', 22: 'Old Glory DC', 23: 'Chicago Hounds', 24: 'Trinidad and Tobago'}","{0: '25899', 1: '116227', 2: '25900', 3: '25903', 4: '25909', 5: '25953', 6: '25924', 7: '25961', 8: '25917', 9: '25916', 10: '99855', 11: '289337', 12: '119318', 13: '25932', 14: '25939', 15: '182', 16: '6447', 17: '6455', 18: '6534', 19: '6537', 20: '6481', 21: '289354', 22: '289311', 23: '289351', 24: '289452'}","{0: '600007', 1: '600008', 2: '600009', 3: '600010', 4: '600011', 5: '599342', 6: '599343', 7: '599344', 8: '599774', 9: '599775', 10: '599776', 11: '599778', 12: '599779', 13: '600422', 14: '600423', 15: '600424', 16: '602327', 17: '602328', 18: '602329', 19: '602330', 20: '602332', 21: '602331', 22: '602185', 23: '602187', 24: '602490'}"
"{0: 'Lyon', 1: 'Bordeaux Begles', 2: 'Seattle Seawolves'}","{0: '143736', 1: '143737', 2: '289272'}","{0: '270559', 1: '270559', 2: '289262'}","{0: '20250601', 1: '20250601', 2: '20250601'}","{0: 'Stade Toulousain', 1: 'Toulon', 2: 'New England Free Jacks'}","{0: '25922', 1: '25986', 2: '289310'}","{0: '599780', 1: '599777', 2: '602189'}"
{0: 'Houston SaberCats'},{0: '289273'},{0: '289262'},{0: '20250604'},{0: 'Chicago Hounds'},{0: '289351'},{0: '602190'}
"{0: 'Bristol Rugby', 1: 'Queensland Reds'}","{0: '25899', 1: '182'}","{0: '267979', 1: '242041'}","{0: '20250606', 1: '20250606'}","{0: 'Bath Rugby', 1: 'Crusaders'}","{0: '25898', 1: '25936'}","{0: '600012', 1: '602427'}"
"{0: 'Sale Sharks', 1: 'Glasgow Warriors', 2: 'Sharks', 3: 'Toulon', 4: 'Racing 92', 5: 'Clermont Auvergne', 6: 'La Rochelle', 7: 'Castres Olympique', 8: 'Vannes', 9: 'Stade Toulousain', 10: 'Blues', 11: 'Hurricanes', 12: 'Alumni', 13: 'La Plata Rugby Club', 14: 'CUBA', 15: 'CASI', 16: 'San Luis', 17: 'Belgrano AC', 18: 'New England Free Jacks', 19: 'RFCLA', 20: 'Old Glory DC'}","{0: '25908', 1: '25952', 2: '25961', 3: '25986', 4: '99855', 5: '25917', 6: '119318', 7: '25916', 8: '289337', 9: '25922', 10: '25932', 11: '25939', 12: '6447', 13: '289354', 14: '6537', 15: '6455', 16: '6536', 17: '6534', 18: '289310', 19: '289312', 20: '289311'}","{0: '267979', 1: '270557', 2: '270557', 3: '270559', 4: '270559', 5: '270559', 6: '270559', 7: '270559', 8: '270559', 9: '270559', 10: '242041', 11: '242041', 12: '289279', 13: '289279', 14: '289279', 15: '289279', 16: '289279', 17: '289279', 18: '289262', 19: '289262', 20: '289262'}","{0: '20250607', 1: '20250607', 2: '20250607', 3: '20250607', 4: '20250607', 5: '20250607', 6: '20250607', 7: '20250607', 8: '20250607', 9: '20250607', 10: '20250607', 11: '20250607', 12: '20250607', 13: '20250607', 14: '20250607', 15: '20250607', 16: '20250607', 17: '20250607', 18: '20250607', 19: '20250607', 20: '20250607'}","{0: 'Leicester Tigers', 1: 'Leinster', 2: 'Bulls', 3: 'Bayonne', 4: 'Lyon', 5: 'Montpellier Herault', 6: 'Pau', 7: 'Stade Francais Paris', 8: 'Bordeaux Begles', 9: 'Perpignan', 10: 'Chiefs', 11: 'Brumbies', 12: 'B.A.C.R.C.', 13: 'Hindú', 14: 'Newman', 15: 'SIC', 16: 'Regatas Bella Vista', 17: 'Los Tilos', 18: 'Nola Gold', 19: 'Utah Warriors', 20: 'San Diego Legion'}","{0: '25903', 1: '25924', 2: '25953', 3: '25912', 4: '143736', 5: '25918', 6: '270567', 7: '25921', 8: '143737', 9: '25920', 10: '25934', 11: '25889', 12: '6481', 13: '6459', 14: '6453', 15: '6461', 16: '11935', 17: '6449', 18: '289270', 19: '289278', 20: '289277'}","{0: '600013', 1: '599345', 2: '599346', 3: '599781', 4: '599782', 5: '599783', 6: '599784', 7: '599785', 8: '599786', 9: '599787', 10: '602426', 11: '602428', 12: '602333', 13: '602334', 14: '602335', 15: '602337', 16: '602338', 17: '602336', 18: '602191', 19: '602192', 20: '602193'}"
"{0: 'Anthem Rugby Carolina', 1: 'Miami Sharks'}","{0: '289492', 1: '289490'}","{0: '289262', 1: '289262'}","{0: '20250608', 1: '20250608'}","{0: 'Houston SaberCats', 1: 'Seattle Seawolves'}","{0: '289273', 1: '289272'}","{0: '602194', 1: '602195'}"
"{0: 'Clermont Auvergne', 1: 'Blues', 2: 'Bermuda'}","{0: '25917', 1: '25932', 2: '289520'}","{0: '270559', 1: '242041', 2: '289234'}","{0: '20250613', 1: '20250613', 2: '20250613'}","{0: 'Bayonne', 1: 'Crusaders', 2: 'Cayman Islands'}","{0: '25912', 1: '25936', 2: '289352'}","{0: '599788', 1: '602429', 2: '602435'}"
"{0: 'Leicester Tigers', 1: 'Bulls', 2: 'Castres Olympique', 3: 'Brumbies', 4: 'SIC', 5: 'Los Tilos', 6: 'Newman', 7: 'Hindú', 8: 'B.A.C.R.C.', 9: 'Regatas Bella Vista', 10: 'Old Glory DC', 11: 'Seattle Seawolves'}","{0: '25903', 1: '25953', 2: '25916', 3: '25889', 4: '6461', 5: '6449', 6: '6453', 7: '6459', 8: '6481', 9: '11935', 10: '289311', 11: '289272'}","{0: '267979', 1: '270557', 2: '270559', 3: '242041', 4: '289279', 5: '289279', 6: '289279', 7: '289279', 8: '289279', 9: '289279', 10: '289262', 11: '289262'}","{0: '20250614', 1: '20250614', 2: '20250614', 3: '20250614', 4: '20250614', 5: '20250614', 6: '20250614', 7: '20250614', 8: '20250614', 9: '20250614', 10: '20250614', 11: '20250614'}","{0: 'Bath Rugby', 1: 'Leinster', 2: 'Toulon', 3: 'Chiefs', 4: 'San Luis', 5: 'CASI', 6: 'Belgrano AC', 7: 'CUBA', 8: 'La Plata Rugby Club', 9: 'Alumni', 10: 'Chicago Hounds', 11: 'Utah Warriors'}","{0: '25898', 1: '25924', 2: '25986', 3: '25934', 4: '6536', 5: '6455', 6: '6534', 7: '6537', 8: '289354', 9: '6447', 10: '289351', 11: '289278'}","{0: '600014', 1: '599347', 2: '599789', 3: '602430', 4: '602340', 5: '602341', 6: '602342', 7: '602343', 8: '602344', 9: '602339', 10: '602495', 11: '602494'}"
{0: 'Miami Sharks'},{0: '289490'},{0: '289262'},{0: '20250615'},{0: 'New England Free Jacks'},{0: '289310'},{0: '602497'}
{0: 'RFCLA'},{0: '289312'},{0: '289262'},{0: '20250616'},{0: 'Houston SaberCats'},{0: '289273'},{0: '602496'}
"{0: 'Argentina', 1: 'Bayonne'}","{0: '10', 1: '25912'}","{0: '268565', 1: '270559'}","{0: '20250620', 1: '20250620'}","{0: 'British and Irish Lions', 1: 'Stade Toulousain'}","{0: '32', 1: '25922'}","{0: '602527', 1: '599790'}"
"{0: 'Toulon', 1: 'Chiefs', 2: 'Alumni', 3: 'CUBA', 4: 'Belgrano AC', 5: 'CASI', 6: 'San Luis', 7: 'Regatas Bella Vista', 8: 'Chicago Hounds', 9: 'Houston SaberCats', 10: 'Trinidad and Tobago'}","{0: '25986', 1: '25934', 2: '6447', 3: '6537', 4: '6534', 5: '6455', 6: '6536', 7: '11935', 8: '289351', 9: '289273', 10: '289452'}","{0: '270559', 1: '242041', 2: '289279', 3: '289279', 4: '289279', 5: '289279', 6: '289279', 7: '289279', 8: '289262', 9: '289262', 10: '289234'}","{0: '20250621', 1: '20250621', 2: '20250621', 3: '20250621', 4: '20250621', 5: '20250621', 6: '20250621', 7: '20250621', 8: '20250621', 9: '20250621', 10: '20250621'}","{0: 'Bordeaux Begles', 1: 'Crusaders', 2: 'La Plata Rugby Club', 3: 'B.A.C.R.C.', 4: 'Hindú', 5: 'Newman', 6: 'Los Tilos', 7: 'SIC', 8: 'New England Free Jacks', 9: 'Utah Warriors', 10: 'Mexico'}","{0: '143737', 1: '25936', 2: '289354', 3: '6481', 4: '6459', 5: '6453', 6: '6449', 7: '6461', 8: '289310', 9: '289278', 10: '289353'}","{0: '599791', 1: '602431', 2: '602345', 3: '602346', 4: '602347', 5: '602348', 6: '602349', 7: '602350', 8: '602499', 9: '602498', 10: '602517'}"
{0: 'Italy'},{0: '20'},{0: '289234'},{0: '20250627'},{0: 'Namibia'},{0: '82'},{0: '602492'}
"{0: 'British and Irish Lions', 1: 'Bordeaux Begles', 2: 'SIC', 3: 'Newman', 4: 'Hindú', 5: 'B.A.C.R.C.', 6: 'La Plata Rugby Club', 7: 'Los Tilos', 8: 'Houston SaberCats'}","{0: '32', 1: '143737', 2: '6461', 3: '6453', 4: '6459', 5: '6481', 6: '289354', 7: '6449', 8: '289273'}","{0: '268565', 1: '270559', 2: '289279', 3: '289279', 4: '289279', 5: '289279', 6: '289279', 7: '289279', 8: '289262'}","{0: '20250628', 1: '20250628', 2: '20250628', 3: '20250628', 4: '20250628', 5: '20250628', 6: '20250628', 7: '20250628', 8: '20250628'}","{0: 'Western Force', 1: 'Stade Toulousain', 2: 'Alumni', 3: 'San Luis', 4: 'CASI', 5: 'Belgrano AC', 6: 'CUBA', 7: 'Regatas Bella Vista', 8: 'New England Free Jacks'}","{0: '25893', 1: '25922', 2: '6447', 3: '6536', 4: '6455', 5: '6534', 6: '6537', 7: '11935', 8: '289310'}","{0: '602518', 1: '599792', 2: '602351', 3: '602353', 4: '602354', 5: '602355', 6: '602356', 7: '602352', 8: '602500'}"
{0: 'British and Irish Lions'},{0: '32'},{0: '268565'},{0: '20250702'},{0: 'Queensland Reds'},{0: '182'},{0: '602519'}
"{0: 'British and Irish Lions', 1: 'Wales', 2: 'France', 3: 'Italy', 4: 'Ireland', 5: 'Romania', 6: 'England', 7: 'Belgium', 8: 'Fiji'}","{0: '32', 1: '4', 2: '9', 3: '20', 4: '3', 5: '12', 6: '1', 7: '289267', 8: '14'}","{0: '268565', 1: '289234', 2: '289234', 3: '289234', 4: '289234', 5: '289234', 6: '289234', 7: '289234', 8: '289234'}","{0: '20250705', 1: '20250705', 2: '20250705', 3: '20250705', 4: '20250705', 5: '20250705', 6: '20250705', 7: '20250705', 8: '20250705'}","{0: 'New South Wales Waratahs', 1: 'Japan', 2: 'New Zealand', 3: 'South Africa', 4: 'Georgia', 5: 'Chile', 6: 'Argentina', 7: 'United States of America', 8: 'Australia'}","{0: '227', 1: '23', 2: '8', 3: '5', 4: '81', 5: '289243', 6: '10', 7: '11', 8: '6'}","{0: '602520', 1: '602436', 2: '602437', 3: '602438', 4: '602439', 5: '602491', 6: '602440', 7: '602441', 8: '602442'}"
{0: 'British and Irish Lions'},{0: '32'},{0: '268565'},{0: '20250709'},{0: 'Brumbies'},{0: '25889'},{0: '602521'}
"{0: 'Romania', 1: 'Scotland'}","{0: '12', 1: '2'}","{0: '289234', 1: '289234'}","{0: '20250711', 1: '20250711'}","{0: 'Brazil', 1: 'Fiji'}","{0: '33', 1: '14'}","{0: '602443', 1: '602445'}"
